,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
0,931,Don,MacLean,Don MacLean,"MacLean, Don",D. MacLean,1970-01-16T00:00:00,UCLA,USA,UCLA/USA,,,8,,,Inactive,0,,,,,don_maclean,1992,2000,N,Y,Y,1992,1,19
0,77428,Mike,Macaluso,Mike Macaluso,"Macaluso, Mike",M. Macaluso,1951-07-20T00:00:00,Canisius,USA,Canisius/USA,6-5,210,0,21,Forward,Active,1610612746,Braves,BUF,clippers,Buffalo,HISTADD_mike_macaluso,1973,1973,N,Y,Y,1973,6,88
0,77429,Ed,Macauley,Ed Macauley,"Macauley, Ed",E. Macauley,1928-03-22T00:00:00,Saint Louis,USA,St. Louis/USA,6-8,185,9,22,Center,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_ed_macauley,1949,1958,N,Y,Y,1949,,
0,203159,Scott,Machado,Scott Machado,"Machado, Scott",S. Machado,1990-06-08T00:00:00,Iona,USA,Iona/USA,6-1,205,1,1,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,scott_machado,2012,2012,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,101178,Arvydas,Macijauskas,Arvydas Macijauskas,"Macijauskas, Arvydas",A. Macijauskas,1980-01-19T00:00:00,Lithuania,Lithuania,Lithuania/Lithuania,6-4,214,0,6,Guard,Active,1610612740,Hornets,NOK,pelicans,New Orleans/Oklahoma City,arvydas_macijauskas,2005,2005,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77432,Ollie,Mack,Ollie Mack,"Mack, Ollie",O. Mack,1957-06-06T00:00:00,East Carolina,USA,San Jacinto Coll. TX (J.C.); East Carolina/USA,6-3,185,2,17,Guard,Active,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_ollie_mack,1979,1981,N,Y,Y,1979,2,25
0,694,Sam,Mack,Sam Mack,"Mack, Sam",S. Mack,1970-05-26T00:00:00,Houston,USA,Iowa State; Arizona State; Tyler JC TX; Houston/US,,,6,,,Inactive,0,,,,,sam_mack,1992,2001,N,Y,Y,Undrafted,Undrafted,Undrafted
0,202714,Shelvin,Mack,Shelvin Mack,"Mack, Shelvin",S. Mack,1990-04-22T00:00:00,Butler,USA,Butler/USA,6-3,203,7,6,Guard,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,shelvin_mack,2011,2018,Y,Y,Y,2011,2,34
0,1635,Malcolm,Mackey,Malcolm Mackey,"Mackey, Malcolm",M. Mackey,1970-07-11T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,248,0,27,Forward,Active,1610612756,Suns,PHX,suns,Phoenix,malcolm_mackey,1993,1993,N,Y,Y,1993,1,27
0,77435,Rudy,Macklin,Rudy Macklin,"Macklin, Rudy",R. Macklin,1958-02-19T00:00:00,Louisiana State,USA,Louisiana State/USA,6-7,205,2,41,Forward,Active,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_rudy_macklin,1981,1983,N,Y,Y,1981,3,52
0,202731,Vernon,Macklin,Vernon Macklin,"Macklin, Vernon",V. Macklin,1986-09-25T00:00:00,Florida,USA,Florida/USA,6-10,227,1,20,Forward,Active,1610612765,Pistons,DET,pistons,Detroit,vernon_macklin,2011,2011,Y,Y,Y,2011,2,52
0,77436,Johnny,Macknowski,Johnny Macknowski,"Macknowski, Johnny",J. Macknowski,1923-01-07T00:00:00,Seton Hall,USA,Seton Hall/USA,6-1,180,1,5,Guard,Active,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_whitey_macknowski,1949,1950,N,Y,Y,1948,,
0,1629133,Daryl,Macon,Daryl Macon,"Macon, Daryl",D. Macon,1995-11-29T00:00:00,Arkansas,USA,Arkansas/USA,6-3,185,0,3,Guard,Active,1610612742,Mavericks,DAL,mavericks,Dallas,daryl_macon,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1855,Mark,Macon,Mark Macon,"Macon, Mark",M. Macon,1969-04-14T00:00:00,Temple,USA,Temple/USA,,,5,,,Inactive,0,,,,,mark_macon,1991,1998,N,Y,Y,1991,1,8
0,1629122,J.P.,Macura,J.P. Macura,"Macura, J.P.",J. Macura,1995-06-05T00:00:00,Xavier (Ohio),USA,Xavier (Ohio)/USA,6-5,205,0,55,Guard,Active,1610612766,Hornets,CHA,hornets,Charlotte,jp_macura,2018,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,77438,Kyle,Macy,Kyle Macy,"Macy, Kyle",K. Macy,1957-04-09T00:00:00,Kentucky,USA,Purdue; Kentucky/USA,6-3,175,6,44,Guard,Active,1610612756,Suns,PHX,suns,Phoenix,HISTADD_kyle_macy,1980,1986,N,Y,Y,1979,1,22
0,77439,Jack,Maddox,Jack Maddox,"Maddox, Jack",J. Maddox,1921-12-10T00:00:00,West Texas A&M,USA,West Texas A&M/USA,6-2,185,0,,Forward,Active,1610610029,Jets,JET,jets,Indianapolis,HISTADD_jack_maddox,1948,1948,N,Y,Y,Undrafted,Undrafted,Undrafted
0,2432,Tito,Maddox,Tito Maddox,"Maddox, Tito",T. Maddox,1981-06-08T00:00:00,Fresno State,USA,Fresno State ''04/USA,6-4,190,1,6,Guard,Active,1610612745,Rockets,HOU,rockets,Houston,tito_maddox,2002,2002,N,Y,Y,2002,2,37
0,1666,Gerald,Madkins,Gerald Madkins,"Madkins, Gerald",G. Madkins,1969-04-18T00:00:00,UCLA,USA,UCLA/USA,6-4,200,2,12,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,gerald_madkins,1993,1997,N,Y,Y,Undrafted,Undrafted,Undrafted
0,2058,Mark,Madsen,Mark Madsen,"Madsen, Mark",M. Madsen,1976-01-28T00:00:00,Stanford,USA,Stanford/USA,6-9,255,9,35,Forward,Active,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mark_madsen,2000,2008,N,Y,Y,2000,1,29
0,77441,Norm,Mager,Norm Mager,"Mager, Norm",N. Mager,1926-03-23T00:00:00,City College of New York,USA,St. John's (N.Y.); CCNY/USA,6-5,185,0,,Forward,Active,1610610024,Bullets,BAL,bullets,Baltimore,HISTADD_norm_mager,1950,1950,N,Y,Y,1950,5,
0,203705,Josh,Magette,Josh Magette,"Magette, Josh",J. Magette,1989-11-28T00:00:00,Alabama-Huntsville,USA,Alabama-Huntsville/USA,6-1,160,0,11,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,josh_magette,2017,2017,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1894,Corey,Maggette,Corey Maggette,"Maggette, Corey",C. Maggette,1979-11-12T00:00:00,Duke,USA,Duke/USA,6-6,225,14,50,Forward,Active,1610612746,Clippers,LAC,clippers,Los Angeles,corey_maggette,1999,2012,N,Y,Y,1999,1,13
0,77442,Dave,Magley,Dave Magley,"Magley, Dave",D. Magley,1959-11-24T00:00:00,Kansas,USA,Kansas/USA,6-8,202,0,30,Forward,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_dave_magley,1982,1982,N,Y,Y,1982,2,28
0,2048,Jamaal,Magloire,Jamaal Magloire,"Magloire, Jamaal",J. Magloire,1978-05-21T00:00:00,Kentucky,Canada,Kentucky/Canada,6-11,265,12,21,Center,Active,1610612740,Hornets,NOH,pelicans,New Orleans,jamaal_magloire,2000,2011,N,Y,Y,2000,1,19
0,101133,Ian,Mahinmi,Ian Mahinmi,"Mahinmi, Ian",I. Mahinmi,1986-11-05T00:00:00,"Rouen, France",France,Pau Orthez/France,6-11,262,11,28,Center,Active,1610612764,Wizards,WAS,wizards,Washington,ian_mahinmi,2007,2018,Y,Y,Y,2005,1,28
0,77443,John,Mahnken,John Mahnken,"Mahnken, John",J. Mahnken,1922-06-16T00:00:00,Georgetown,USA,Georgetown/USA,6-8,220,6,16,Center,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_longjohn;stretch_mahnken,1946,1952,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77444,Francis,Mahoney,Francis Mahoney,"Mahoney, Francis",F. Mahoney,1927-11-20T00:00:00,Brown,USA,Brown/USA,6-2,205,1,,Forward,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_mo_mahoney,1952,1953,N,Y,Y,1950,6,
0,328,Rick,Mahorn,Rick Mahorn,"Mahorn, Rick",R. Mahorn,1958-09-21T00:00:00,Hampton,USA,Hampton/USA,6-10,260,17,4,Forward,Active,1610612764,Bullets,WAS,wizards,Washington,rick_mahorn,1980,1998,N,Y,Y,1980,2,35
0,105,Dan,Majerle,Dan Majerle,"Majerle, Dan",D. Majerle,1965-09-09T00:00:00,Central Michigan,USA,Central Michigan/USA,6-6,222,13,9,Guard-Forward,Active,1610612756,Suns,PHX,suns,Phoenix,dan_majerle,1988,2001,N,Y,Y,1988,1,14
0,200970,Renaldo,Major,Renaldo Major,"Major, Renaldo",R. Major,1982-05-07T00:00:00,Fresno State,USA,Fresno State/USA,,,1,,,Inactive,0,,,,,renaldo_major,2006,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1627748,Thon,Maker,Thon Maker,"Maker, Thon",T. Maker,1997-02-25T00:00:00,,South Sudan,South Sudan/South Sudan,7-1,221,2,7,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,thon_maker,2016,2018,N,Y,Y,2016,1,10
0,77447,Lionel,Malamed,Lionel Malamed,"Malamed, Lionel",L. Malamed,1924-11-15T00:00:00,City College of New York,USA,CCNY/USA,5-9,150,0,,Guard,Active,1610610029,Jets,JET,jets,Indianapolis,HISTADD_lionel_malamed,1948,1948,N,Y,Y,Undrafted,Undrafted,Undrafted
0,117,Jeff,Malone,Jeff Malone,"Malone, Jeff",J. Malone,1961-06-28T00:00:00,Mississippi State,USA,Mississippi State/USA,,,12,,,Inactive,0,,,,,jeff_malone,1983,1995,N,Y,Y,1983,1,10
0,252,Karl,Malone,Karl Malone,"Malone, Karl",K. Malone,1963-07-24T00:00:00,Louisiana Tech,USA,Louisiana Tech ''86/USA,6-9,259,19,32,Forward,Active,1610612762,Jazz,UTA,jazz,Utah,karl_malone,1985,2003,N,Y,Y,1985,1,13
0,77449,Moses,Malone,Moses Malone,"Malone, Moses",M. Malone,1955-03-23T00:00:00,,USA,No College/USA,6-10,215,18,24,Center,Active,1610612745,Rockets,HOU,rockets,Houston,HISTADD_moses_malone,1976,1994,N,Y,Y,Undrafted,Undrafted,Undrafted
0,1074,Matt,Maloney,Matt Maloney,"Maloney, Matt",M. Maloney,1971-12-06T00:00:00,Pennsylvania,USA,Pennsylvania/USA,,,5,,,Inactive,0,,,,,matt_maloney,1996,2002,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77450,Steve,Malovic,Steve Malovic,"Malovic, Steve",S. Malovic,1956-07-21T00:00:00,San Diego State,USA,USC; San Diego State/USA,6-10,230,0,,Forward,Active,1610612746,Clippers,SDC,clippers,San Diego,lon_babby,1979,1979,N,Y,Y,1978,7,149
0,77451,Ted,Manakas,Ted Manakas,"Manakas, Ted",T. Manakas,1951-02-22T00:00:00,Princeton,USA,Princeton/USA,6-2,180,0,23,Guard,Active,1610612758,Kings,KCK,kings,Kansas City-Omaha,HISTADD_ted_manakas,1973,1973,N,Y,Y,1973,3,36
0,77452,John,Mandic,John Mandic,"Mandic, John",J. Mandic,1919-10-03T00:00:00,Oregon State,USA,Oregon State/USA,6-4,205,1,,Forward,Active,1610610029,Jets,JET,jets,Indianapolis,HISTADD_john_mandic,1948,1949,N,Y,Y,1947,,
0,77453,Frank,Mangiapane,Frank Mangiapane,"Mangiapane, Frank",F. Mangiapane,1925-08-25T00:00:00,New York University,USA,N.Y.U./USA,5-10,195,0,5,Guard,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_frank_mangiapane,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted
0,986,Marcus,Mann,Marcus Mann,"Mann, Marcus",M. Mann,1973-12-19T00:00:00,Mississippi Valley State,,,6-8,245,0,34,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,marcus_mann,1996,1997,N,N,N,1996,2,40
0,330,Danny,Manning,Danny Manning,"Manning, Danny",D. Manning,1966-05-17T00:00:00,Kansas,USA,Kansas ''88/USA,,,15,,,Inactive,0,,,,,danny_manning,1988,2002,N,Y,Y,1988,1,1
0,77454,Ed,Manning,Ed Manning,"Manning, Ed",E. Manning,1944-01-02T00:00:00,Jackson State,USA,Jackson State/USA,6-7,210,3,35,Forward,Active,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_ed_manning,1967,1970,N,Y,Y,1967,8,80
0,316,Richard,Manning,Richard Manning,"Manning, Richard",R. Manning,1970-06-23T00:00:00,Washington,USA,Syracuse; Washington/USA,6-11,245,1,50,Center,Active,1610612763,Grizzlies,VAN,grizzlies,Vancouver,richard_manning,1995,1996,N,Y,Y,1993,2,40
0,77456,Pace,Mannion,Pace Mannion,"Mannion, Pace",P. Mannion,1960-09-22T00:00:00,Utah,USA,Utah/USA,6-7,190,5,5,Guard,Active,1610612762,Jazz,UTA,jazz,Utah,HISTADD_pace_mannion,1983,1988,N,Y,Y,1983,2,43
0,77457,Nick,Mantis,Nick Mantis,"Mantis, Nick",N. Mantis,1935-12-07T00:00:00,Northwestern,USA,Northwestern/USA,6-3,190,1,23,Guard,Active,1610612764,Zephyrs,CHZ,wizards,Chicago,HISTADD_nick_mantis,1959,1962,N,Y,Y,1959,5,37
0,77459,Pete,Maravich,Pete Maravich,"Maravich, Pete",P. Maravich,1947-06-22T00:00:00,Louisiana State,USA,Louisiana State/USA,6-5,197,9,7,Guard,Active,1610612762,Jazz,UTA,jazz,Utah,HISTADD_pete_maravich,1970,1979,N,Y,Y,1970,1,3
0,77458,Peter,Maravich,Peter Maravich,"Maravich, Peter",P. Maravich,1920-08-20T00:00:00,Davis & Elkins,USA,Davis & Elkins/USA,6-0,185,0,,Guard,Active,1610610031,Ironmen,PIT,ironmen,Pittsburgh,HISTADD_press_maravich,1946,1946,N,Y,Y,Undrafted,Undrafted,Undrafted
0,203906,Devyn,Marble,Devyn Marble,"Marble, Devyn",D. Marble,1992-09-21T00:00:00,Iowa,USA,Iowa/USA,6-6,200,2,11,Forward,Active,1610612753,Magic,ORL,magic,Orlando,devyn_marble,2014,2015,Y,Y,Y,2014,2,56
0,77460,Roy,Marble,Roy Marble,"Marble, Roy",R. Marble,1966-12-13T00:00:00,Iowa,USA,Iowa/USA,6-6,190,1,5,Guard,Active,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_roy_marble,1989,1993,N,Y,Y,1989,1,23
0,950,Stephon,Marbury,Stephon Marbury,"Marbury, Stephon",S. Marbury,1977-02-20T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-2,205,13,8,Guard,Active,1610612752,Knicks,NYK,knicks,New York,stephon_marbury,1996,2008,N,Y,Y,1996,1,4
0,36,Sarunas,Marciulionis,Sarunas Marciulionis,"Marciulionis, Sarunas",S. Marciulionis,1964-06-13T00:00:00,Lithuania,USA,Vilnius (Lithuania)/USA,6-5,200,6,78,Guard,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,sarunas_marciulionis,1989,1996,N,Y,Y,1987,6,127
0,77462,Saul,Mariaschin,Saul Mariaschin,"Mariaschin, Saul",S. Mariaschin,1924-09-01T00:00:00,Harvard,USA,Bloomsburg; Syracuse; Harvard/USA,5-11,165,0,4,Guard,Active,1610612738,Celtics,BOS,celtics,Boston,HISTADD_saul_mariaschin,1947,1947,N,Y,Y,1947,,
0,77463,Jack,Marin,Jack Marin,"Marin, Jack",J. Marin,1944-10-12T00:00:00,Duke,USA,Duke/USA,6-6,200,10,24,Forward,Active,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_jack_marin,1966,1976,N,Y,Y,1966,1,5
0,1890,Shawn,Marion,Shawn Marion,"Marion, Shawn",S. Marion,1978-05-07T00:00:00,Nevada-Las Vegas,USA,UNLV/USA,6-7,228,15,31,Guard-Forward,Active,1610612756,Suns,PHX,suns,Phoenix,shawn_marion,1999,2014,N,Y,Y,1999,1,9
0,1626246,Boban,Marjanovic,Boban Marjanovic,"Marjanovic, Boban",B. Marjanovic,1988-08-15T00:00:00,,Serbia,Serbia/Serbia,7-3,290,3,51,Center,Active,1610612746,Clippers,LAC,clippers,LA,boban_marjanovic,2015,2018,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628374,Lauri,Markkanen,Lauri Markkanen,"Markkanen, Lauri",L. Markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,7-0,240,1,24,Forward,Active,1610612741,Bulls,CHI,bulls,Chicago,lauri_markkanen,2017,2018,N,Y,Y,2017,1,7
0,200806,Damir,Markota,Damir Markota,"Markota, Damir",D. Markota,1985-12-26T00:00:00,Bosnia,USA,Croatia/USA,6-10,225,0,52,Forward,Active,1610612749,Bucks,MIL,bucks,Milwaukee,damir_markota,2006,2006,Y,Y,Y,2006,2,59
0,1752,Sean,Marks,Sean Marks,"Marks, Sean",S. Marks,1975-08-23T00:00:00,California,New Zealand,California/New Zealand,,,10,,,Inactive,0,,,,,sean_marks,1998,2010,N,Y,Y,1998,2,44
0,77464,Harvey,Marlatt,Harvey Marlatt,"Marlatt, Harvey",H. Marlatt,1948-08-26T00:00:00,Eastern Michigan,USA,Eastern Michigan/USA,6-3,185,2,26,Guard,Active,1610612765,Pistons,DET,pistons,Detroit,HISTADD_harvey_marlatt,1970,1972,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77465,Eric,Marsh,Eric Marsh,"Marsh, Eric",E. Marsh,1954-03-10T00:00:00,Manhattan,USA,Nebraska; Manhattan/USA,6-3,200,0,21,Guard,Active,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_ricky_marsh,1977,1977,N,Y,Y,1977,8,165
0,77466,Jim,Marsh,Jim Marsh,"Marsh, Jim",J. Marsh,1946-04-26T00:00:00,Southern California,USA,USC/USA,6-7,215,0,41,Forward,Active,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_jim_marsh,1971,1971,N,Y,Y,1968,11,136
0,681,Donny,Marshall,Donny Marshall,"Marshall, Donny",D. Marshall,1972-07-17T00:00:00,Connecticut,USA,Connecticut ''95/USA,6-7,230,5,13,Forward,Active,1610612739,Cavaliers,CLE,cavaliers,Cleveland,donny_marshall,1995,2002,N,Y,Y,1995,2,39
0,923,Donyell,Marshall,Donyell Marshall,"Marshall, Donyell",D. Marshall,1973-05-18T00:00:00,Connecticut,USA,Connecticut/USA,6-9,245,15,8,Forward,Active,1610612744,Warriors,GSW,warriors,Golden State,donyell_marshall,1994,2008,N,Y,Y,1994,1,4
0,203088,Kendall,Marshall,Kendall Marshall,"Marshall, Kendall",K. Marshall,1991-08-19T00:00:00,North Carolina,USA,North Carolina/USA,6-4,200,4,5,Guard,Active,1610612747,Lakers,LAL,lakers,Los Angeles,kendall_marshall,2012,2015,Y,Y,Y,2012,1,13
0,101185,Rawle,Marshall,Rawle Marshall,"Marshall, Rawle",R. Marshall,1982-02-20T00:00:00,Oakland,USA,Oakland University (MI)/USA,6-7,190,2,2,Guard-Forward,Active,1610612754,Pacers,IND,pacers,Indiana,rawle_marshall,2005,2006,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,77467,Tom,Marshall,Tom Marshall,"Marshall, Tom",T. Marshall,1931-01-06T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-4,215,3,20,Forward,Active,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_tom_marshall,1954,1958,N,Y,Y,1954,1,7
0,77468,Vester,Marshall,Vester Marshall,"Marshall, Vester",V. Marshall,1948-12-22T00:00:00,Oklahoma,USA,Oklahoma/USA,6-7,200,0,45,Forward,Active,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_vester_marshall,1973,1973,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77481,Bill,Martin,Bill Martin,"Martin, Bill",B. Martin,1962-08-16T00:00:00,Georgetown,USA,Georgetown/USA,6-7,205,2,26,Forward,Active,1610612754,Pacers,IND,pacers,Indiana,HISTADD_bill_martin,1985,1987,N,Y,Y,1985,2,26
0,77478,Bob,Martin,Bob Martin,"Martin, Bob",B. Martin,1969-10-07T00:00:00,Minnesota,USA,Minnesota/USA,7-0,250,1,42,Center,Active,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_bob_martin,1993,1994,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77469,Brian,Martin,Brian Martin,"Martin, Brian",B. Martin,1962-08-18T00:00:00,Kansas,USA,Hutchinson CC KS; Kansas/USA,6-9,212,0,35,Forward,Active,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_brian_martin,1985,1985,N,Y,Y,1984,9,185
0,201858,Cartier,Martin,Cartier Martin,"Martin, Cartier",C. Martin,1984-11-20T00:00:00,Kansas State,USA,KansasUSAState/USA,6-7,220,7,35,Forward,Active,1610612764,Wizards,WAS,wizards,Washington,cartier_martin,2008,2014,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,733,Cuonzo,Martin,Cuonzo Martin,"Martin, Cuonzo",C. Martin,1971-09-23T00:00:00,Purdue,USA,Purdue/USA,,,1,,,Inactive,0,,,,,cuonzo_martin,1995,1996,N,Y,Y,1995,2,57
0,239,Darrick,Martin,Darrick Martin,"Martin, Darrick",D. Martin,1971-03-06T00:00:00,UCLA, ,UCLA/USA,,,12,,,Inactive,0,,,,,darrick_martin,1994,2007,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77473,Don,Martin,Don Martin,"Martin, Don",D. Martin,1920-02-07T00:00:00,Central Missouri,USA,Central Missouri State/USA,6-7,210,2,,Center,Active,1610610034,Bombers,BOM,bombers,St. Louis,HISTADD_don_martin,1946,1948,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77471,Donald,Martin,Donald Martin,"Martin, Donald",D. Martin,1920-05-25T00:00:00,Georgetown,USA,Georgetown/USA,5-8,160,1,,Guard,Active,1610610032,Steamrollers,PRO,steamrollers,Providence,HISTADD_dino_martin,1946,1947,N,Y,Y,Undrafted,Undrafted,Undrafted
0,77472,Fernando,Martin,Fernando Martin,"Martin, Fernando",F. Martin,1962-03-25T00:00:00,,USA,No College/USA,6-9,220,0,10,Center,Active,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_fernando_martin,1986,1986,N,Y,Y,1985,2,38
0,1626185,Jarell,Martin,Jarell Martin,"Martin, Jarell",J. Martin,1994-05-24T00:00:00,Louisiana State,USA,LSU-Shreveport/USA,6-10,239,3,2,Forward,Active,1610612753,Magic,ORL,magic,Orlando,jarell_martin,2015,2018,Y,Y,Y,2015,1,25
0,77474,Jeff,Martin,Jeff Martin,"Martin, Jeff",J. Martin,1967-01-14T00:00:00,Murray State,USA,Murray State/USA,6-5,195,1,15,Guard,Active,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_jeff_martin,1989,1990,N,Y,Y,1989,2,31
0,2030,Kenyon,Martin,Kenyon Martin,"Martin, Kenyon",K. Martin,1977-12-30T00:00:00,Cincinnati,USA,Cincinnati/USA,,,14,,,Inactive,0,,,,,kenyon_martin,2000,2014,N,Y,Y,2000,1,1
0,2755,Kevin,Martin,Kevin Martin,"Martin, Kevin",K. Martin,1983-02-01T00:00:00,Western Carolina,USA,Western Carolina/USA,6-7,199,12,23,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,kevin_martin,2004,2015,N,Y,Y,2004,1,26
0,77475,Larue,Martin,Larue Martin,"Martin, Larue",L. Martin,1950-03-30T00:00:00,Loyola-Chicago,USA,Loyola (Chicago)/USA,6-11,208,3,35,Center,Active,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_larue_martin,1972,1975,N,Y,Y,1972,1,1
0,77476,Mo,Martin,Mo Martin,"Martin, Mo",M. Martin,1964-07-02T00:00:00,Saint Joseph's,USA,St. Joseph's (PA)/USA,6-6,200,1,11,Guard,Active,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_mo_martin,1986,1987,N,Y,Y,1986,1,16
0,77477,Phil,Martin,Phil Martin,"Martin, Phil",P. Martin,1928-04-02T00:00:00,Toledo,USA,Toledo/USA,6-3,190,0,6,Guard,Active,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_phil_martin,1954,1954,N,Y,Y,1954,4,29
0,77479,Ronald,Martin,Ronald Martin,"Martin, Ronald",R. Martin,1939-04-11T00:00:00,St. Bonaventure,USA,St. Bonaventure/USA,6-2,185,0,7,Guard,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_whitey_martin,1961,1961,N,Y,Y,1961,2,10
0,77480,Slater,Martin,Slater Martin,"Martin, Slater",S. Martin,1925-10-22T00:00:00,Texas,USA,Texas/USA,5-10,170,10,22,Guard,Active,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_slater_martin,1949,1959,N,Y,Y,Undrafted,Undrafted,Undrafted
0,469,Jamal,Mashburn,Jamal Mashburn,"Mashburn, Jamal",J. Mashburn,1972-11-29T00:00:00,Kentucky,USA,Kentucky/USA,6-8,247,11,24,Forward,Active,1610612742,Mavericks,DAL,mavericks,Dallas,jamal_mashburn,1993,2003,N,Y,Y,1993,1,4
0,77482,Al,Masino,Al Masino,"Masino, Al",A. Masino,1928-02-05T00:00:00,Canisius,USA,Canisius/USA,5-10,174,1,12,Guard,Active,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_al_masino,1952,1953,N,Y,Y,Undrafted,Undrafted,Undrafted
0,193,Anthony,Mason,Anthony Mason,"Mason, Anthony",A. Mason,1966-12-14T00:00:00,Tennessee State,USA,Tennessee State ''88/USA,6-8,255,13,17,Forward,Active,1610612752,Knicks,NYK,knicks,New York,anthony_mason,1989,2002,N,Y,Y,1988,3,53
0,2046,Desmond,Mason,Desmond Mason,"Mason, Desmond",D. Mason,1977-10-11T00:00:00,Oklahoma State,USA,Oklahoma State/USA,,,9,,,Inactive,0,,,,,desmond_mason,2000,2009,N,Y,Y,2000,1,17
0,1628412,Frank,Mason,Frank Mason,"Mason, Frank",F. Mason,1994-04-03T00:00:00,Kansas,USA,Kansas/USA,5-11,190,1,10,Guard,Active,1610612758,Kings,SAC,kings,Sacramento,frank_mason,2017,2018,N,Y,Y,2017,2,34
0,2427,Roger,Mason Jr.,Roger Mason Jr.,"Mason Jr., Roger",R. Mason Jr.,1980-09-10T00:00:00,Virginia,USA,Virginia/USA,,,10,,,Inactive,0,,,,,roger_mason jr.,2002,2013,N,Y,Y,2002,2,30
0,763,Tony,Massenburg,Tony Massenburg,"Massenburg, Tony",T. Massenburg,1967-07-31T00:00:00,Maryland,USA,Maryland/USA,6-9,250,13,34,Forward-Center,Active,1610612763,Grizzlies,MEM,grizzlies,Memphis,tony_massenburg,1990,2004,N,Y,Y,1990,2,43
0,77483,Eddie,Mast,Eddie Mast,"Mast, Eddie",E. Mast,1948-10-03T00:00:00,Temple,USA,Temple/USA,6-9,220,2,25,Forward,Active,1610612752,Knicks,NYK,knicks,New York,HISTADD_eddie_mast,1970,1972,N,Y,Y,1969,3,40
