,PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,GAMES_PLAYED_FLAG,BIRTHDATE,COUNTRY,DISPLAY_FI_LAST,DLEAGUE_FLAG,DRAFT_NUMBER,DRAFT_ROUND,DRAFT_YEAR,FIRST_NAME,HEIGHT,JERSEY,LAST_AFFILIATION,LAST_NAME,NBA_FLAG,POSITION,SCHOOL,SEASON_EXP,WEIGHT
2540,200840.0,"McCray, Chris",Chris McCray,0.0,2006,2006,chris_mccray,0.0,,,,,Y,1984-05-27T00:00:00,USA,C. McCray,Y,Undrafted,Undrafted,Undrafted,Chris,,,Maryland/USA,McCray,Y,,Maryland,0.0,
2541,1622.0,"McCray, Rodney",Rodney McCray,0.0,1983,1992,rodney_mccray,0.0,,,,,Y,1961-08-29T00:00:00,USA,R. McCray,N,3,1,1983,Rodney,6-8,22,Louisville/USA,McCray,Y,Forward,Louisville,9.0,220
2542,77518.0,"McCray, Scooter",Scooter McCray,0.0,1983,1986,HISTADD_scooter_mccray,0.0,,,,,Y,1960-02-08T00:00:00,USA,S. McCray,N,36,2,1983,Scooter,6-9,20,Louisville/USA,McCray,Y,Forward,Louisville,2.0,215
2543,1628571.0,"McCree, Erik",Erik McCree,1.0,2017,2017,erik_mccree,1610612762.0,Utah,Jazz,UTA,jazz,Y,1993-12-20T00:00:00,USA,E. McCree,Y,Undrafted,Undrafted,Undrafted,Erik,6-8,21,Louisiana Tech/USA,McCree,Y,Forward,Louisiana Tech,0.0,225
2544,1626191.0,"McCullough, Chris",Chris McCullough,1.0,2015,2017,chris_mccullough,1610612764.0,Washington,Wizards,WAS,wizards,Y,1995-02-05T00:00:00,USA,C. McCullough,Y,29,1,2015,Chris,6-9,1,Syracuse/USA,McCullough,Y,Forward,Syracuse,3.0,215
2545,77520.0,"McCullough, John",John McCullough,0.0,1981,1981,HISTADD_john_mccullough,0.0,,,,,Y,1956-10-05T00:00:00,USA,J. McCullough,N,85,4,1979,John,6-4,8,Oklahoma/USA,McCullough,Y,Guard,Oklahoma,0.0,190
2546,723.0,"McDaniel, Clint",Clint McDaniel,0.0,1995,1995,clint_mcdaniel,0.0,,,,,Y,1972-02-26T00:00:00,USA,C. McDaniel,N,Undrafted,Undrafted,Undrafted,Clint,6-4,20,Arkansas/USA,McDaniel,Y,Guard,Arkansas,0.0,180
2547,1365.0,"McDaniel, Xavier",Xavier McDaniel,0.0,1985,1997,xavier_mcdaniel,0.0,,,,,Y,1963-06-04T00:00:00,USA,X. McDaniel,N,4,1,1985,Xavier,,,Wichita State/USA,McDaniel,Y,,Wichita State,11.0,
2548,77523.0,"McDaniels, Jim",Jim McDaniels,0.0,1971,1977,HISTADD_jim_mcdaniels,0.0,,,,,Y,1948-04-02T00:00:00,USA,J. McDaniels,N,23,2,1971,Jim,6-11,44,Western Kentucky/USA,McDaniels,Y,Center,Western Kentucky,4.0,228
2549,203909.0,"McDaniels, KJ",KJ McDaniels,0.0,2014,2016,kj_mcdaniels,0.0,,,,,Y,1993-02-09T00:00:00,USA,K. McDaniels,Y,32,2,2014,KJ,6-6,14,Clemson/USA,McDaniels,Y,Guard-Forward,Clemson,3.0,205
2550,203926.0,"McDermott, Doug",Doug McDermott,1.0,2014,2018,doug_mcdermott,1610612742.0,Dallas,Mavericks,DAL,mavericks,Y,1992-01-03T00:00:00,USA,D. McDermott,N,11,1,2014,Doug,6-8,20,Creighton/USA,McDermott,Y,Forward,Creighton,4.0,225
2551,77524.0,"McDonald, Ben",Ben McDonald,0.0,1985,1988,HISTADD_ben_mcdonald,0.0,,,,,Y,1962-07-20T00:00:00,USA,B. McDonald,N,50,3,1984,Ben,6-8,30,California-Irvine/USA,McDonald,Y,Forward,California-Irvine,3.0,210
2552,77525.0,"McDonald, Glenn",Glenn McDonald,0.0,1974,1976,HISTADD_glenn_mcdonald,0.0,,,,,Y,1952-03-18T00:00:00,USA,G. McDonald,N,17,1,1974,Glenn,6-6,13,Long Beach State/USA,McDonald,Y,Forward,Long Beach State,2.0,190
2553,1075.0,"McDonald, Michael",Michael McDonald,0.0,1997,1997,michael_mcdonald,0.0,,,,,Y,1969-02-13T00:00:00,USA,M. McDonald,N,55,2,1995,Michael,,,New Orleans/USA,McDonald,Y,,New Orleans,0.0,
2554,77527.0,"McDowell, Hank",Hank McDowell,0.0,1981,1986,HISTADD_hank_mcdowell,0.0,,,,,Y,1959-11-13T00:00:00,USA,H. McDowell,N,102,5,1981,Hank,6-9,41,Memphis/USA,McDowell,Y,Forward,Memphis,5.0,215
2555,686.0,"McDyess, Antonio",Antonio McDyess,0.0,1995,2010,antonio_mcdyess,0.0,,,,,Y,1974-09-07T00:00:00,USA,A. McDyess,N,2,1,1995,Antonio,6-9,34,Alabama/USA,McDyess,Y,Forward-Center,Alabama,15.0,245
2556,77528.0,"McElroy, Jim",Jim McElroy,0.0,1975,1981,HISTADD_jim_mcelroy,0.0,,,,,Y,1953-10-04T00:00:00,USA,J. McElroy,N,38,3,1975,Jim,6-3,33,Monroe CC NY; Central Michigan/USA,McElroy,Y,Guard,Central Michigan,6.0,190
2557,200829.0,"McFarlin, Ivan",Ivan McFarlin,0.0,2006,2006,ivan_mcfarlin,0.0,,,,,Y,1982-04-26T00:00:00,USA,I. McFarlin,N,Undrafted,Undrafted,Undrafted,Ivan,,,Oklahoma State/USA,McFarlin,Y,,Oklahoma State,0.0,
2558,77529.0,"McGaha, Mel",Mel McGaha,0.0,1948,1948,HISTADD_mel_mcgaha,0.0,,,,,Y,1926-09-26T00:00:00,USA,M. McGaha,N,,,1948,Mel,6-1,8,Arkansas/USA,McGaha,Y,Guard,Arkansas,0.0,190
2559,203956.0,"McGary, Mitch",Mitch McGary,0.0,2014,2015,mitch_mcgary,0.0,,,,,Y,1992-06-06T00:00:00,USA,M. McGary,Y,21,1,2014,Mitch,6-10,33,Michigan/USA,McGary,Y,Forward,Michigan,2.0,255
2560,201580.0,"McGee, JaVale",JaVale McGee,1.0,2008,2018,javale_mcgee,1610612744.0,Golden State,Warriors,GSW,warriors,Y,1988-01-19T00:00:00,USA,J. McGee,N,18,1,2008,JaVale,7-0,7,Nevada-Reno/USA,McGee,Y,Center,Nevada,10.0,270
2561,77530.0,"McGee, Mike",Mike McGee,0.0,1981,1989,HISTADD_mike_mcgee,0.0,,,,,Y,1959-07-29T00:00:00,USA,M. McGee,N,19,1,1981,Mike,6-5,40,Michigan/USA,McGee,Y,Forward,Michigan,8.0,190
2562,77531.0,"McGill, Bill",Bill McGill,0.0,1962,1964,HISTADD_thehill_mcgill,0.0,,,,,Y,1939-09-16T00:00:00,USA,B. McGill,N,1,1,1962,Bill,6-9,40,Utah/USA,McGill,Y,Center,Utah,2.0,225
2563,77532.0,"McGinnis, George",George McGinnis,0.0,1975,1981,HISTADD_george_mcginnis,0.0,,,,,Y,1950-08-12T00:00:00,USA,G. McGinnis,N,22,2,1973,George,6-8,30,Indiana/USA,McGinnis,Y,Forward,Indiana,6.0,235
2564,77533.0,"McGlocklin, Jon",Jon McGlocklin,0.0,1965,1975,HISTADD_jon_mcglocklin,0.0,,,,,Y,1943-06-10T00:00:00,USA,J. McGlocklin,N,24,3,1965,Jon,6-5,14,Indiana/USA,McGlocklin,Y,Guard,Indiana,10.0,205
2565,1503.0,"McGrady, Tracy",Tracy McGrady,0.0,1997,2012,tracy_mcgrady,0.0,,,,,Y,1979-05-24T00:00:00,USA,T. McGrady,N,9,1,1997,Tracy,6-8,1,Mount Zion Christian Acad. HS (NC)/USA,McGrady,Y,Guard-Forward,Mount Zion Christian Academy (NC),16.0,225
2566,77534.0,"McGregor, Gil",Gil McGregor,0.0,1971,1971,HISTADD_gil_mcgregor,0.0,,,,,Y,1949-06-14T00:00:00,USA,G. McGregor,N,89,6,1971,Gil,6-8,25,Wake Forest/USA,McGregor,Y,Forward,Wake Forest,0.0,240
2567,203585.0,"McGruder, Rodney",Rodney McGruder,1.0,2016,2018,rodney_mcgruder,1610612748.0,Miami,Heat,MIA,heat,Y,1991-07-29T00:00:00,USA,R. McGruder,Y,Undrafted,Undrafted,Undrafted,Rodney,6-4,17,Kansas State/USA,McGruder,Y,Forward-Guard,Kansas State,2.0,200
2568,77536.0,"McGuire, Al",Al McGuire,0.0,1951,1954,HISTADD_al_mcguire,0.0,,,,,Y,1928-09-07T00:00:00,USA,A. McGuire,N,55,6,1951,Al,6-2,,St. John's (N.Y.)/USA,McGuire,Y,Guard,St. John's (NY),3.0,180
2569,77535.0,"McGuire, Allie",Allie McGuire,0.0,1973,1973,HISTADD_allie_mcguire,0.0,,,,,Y,1951-07-10T00:00:00,USA,A. McGuire,N,49,3,1973,Allie,6-3,16,Marquette/USA,McGuire,Y,Guard,Marquette,0.0,175
2570,77537.0,"McGuire, Dick",Dick McGuire,0.0,1949,1959,HISTADD_dick_mcguire,0.0,,,,,Y,1926-01-25T00:00:00,USA,D. McGuire,N,7,1,1949,Dick,6-0,15,St. John's (N.Y.); Dartmouth/USA,McGuire,Y,Guard,St. John's (NY),10.0,180
2571,201187.0,"McGuire, Dominic",Dominic McGuire,0.0,2007,2012,dominic_mcguire,0.0,,,,,Y,1985-10-20T00:00:00,USA,D. McGuire,Y,47,2,2007,Dominic,,,Fresno State/USA,McGuire,Y,,Fresno State,6.0,
2572,1450.0,"McHale, Kevin",Kevin McHale,0.0,1980,1992,kevin_mchale,0.0,,,,,Y,1957-12-19T00:00:00,USA,K. McHale,N,3,1,1980,Kevin,6-10,32,Minnesota/USA,McHale,Y,Forward,Minnesota,12.0,210
2573,29.0,"McIlvaine, Jim",Jim McIlvaine,0.0,1994,2000,jim_mcilvaine,0.0,,,,,Y,1972-07-30T00:00:00,USA,J. McIlvaine,N,32,2,1994,Jim,,,Marquette/USA,McIlvaine,Y,,Marquette,6.0,
2574,976.0,"McInnis, Jeff",Jeff McInnis,0.0,1996,2007,jeff_mcinnis,0.0,,,,,Y,1974-10-22T00:00:00,USA,J. McInnis,N,37,2,1996,Jeff,,,North Carolina/USA,McInnis,Y,,North Carolina,10.0,
2575,77540.0,"McIntosh, Kenny",Kenny McIntosh,0.0,1971,1974,HISTADD_kenny_mcintosh,0.0,,,,,Y,1949-01-21T00:00:00,USA,K. McIntosh,N,15,1,1971,Kenny,6-7,43,Eastern Michigan/USA,McIntosh,Y,Forward,Eastern Michigan,3.0,225
2576,77541.0,"McKenna, Kevin",Kevin McKenna,0.0,1981,1987,HISTADD_kevin_mckenna,0.0,,,,,Y,1959-01-08T00:00:00,USA,K. McKenna,N,88,4,1981,Kevin,6-5,12,Creighton/USA,McKenna,Y,Forward,Creighton,5.0,195
2577,77542.0,"McKenzie, Forrest",Forrest McKenzie,0.0,1986,1986,HISTADD_forrest_mckenzie,0.0,,,,,Y,1963-02-16T00:00:00,USA,F. McKenzie,N,48,3,1986,Forrest,6-7,7,Loyola Marymount/USA,McKenzie,Y,Forward,Loyola-Marymount,0.0,200
2578,77543.0,"McKenzie, Stan",Stan McKenzie,0.0,1967,1973,HISTADD_stan_mckenzie,0.0,,,,,Y,1944-10-06T00:00:00,USA,S. McKenzie,N,94,11,1966,Stan,6-5,40,N.Y.U./USA,McKenzie,Y,Forward,New York University,6.0,195
2579,365.0,"McKey, Derrick",Derrick McKey,0.0,1987,2001,derrick_mckey,0.0,,,,,Y,1966-10-10T00:00:00,USA,D. McKey,N,9,1,1987,Derrick,6-10,9,Alabama/USA,McKey,Y,Forward,Alabama,14.0,241
2580,243.0,"McKie, Aaron",Aaron McKie,0.0,1994,2006,aaron_mckie,0.0,,,,,Y,1972-10-02T00:00:00,USA,A. McKie,N,17,1,1994,Aaron,6-5,2,Temple/USA,McKie,Y,Guard,Temple,13.0,209
2581,77547.0,"McKinney, Billy",Billy McKinney,0.0,1978,1985,HISTADD_billy_mckinney,0.0,,,,,Y,1955-06-05T00:00:00,USA,B. McKinney,N,115,6,1977,Billy,6-0, ,Northwestern/USA,McKinney,Y,Guard,Northwestern,6.0,160
2582,77545.0,"McKinney, Carlton",Carlton McKinney,0.0,1989,1991,HISTADD_carlton_mckinney,0.0,,,,,Y,1964-10-21T00:00:00,USA,C. McKinney,N,Undrafted,Undrafted,Undrafted,Carlton,6-4,4,Tulsa; Southern Methodist/USA,McKinney,Y,Forward,Southern Methodist,1.0,190
2583,77546.0,"McKinney, Horace",Horace McKinney,0.0,1946,1951,HISTADD_bones_mckinney,0.0,,,,,Y,1919-01-01T00:00:00,USA,H. McKinney,N,Undrafted,Undrafted,Undrafted,Horace,6-6,17,North Carolina; North Carolina State/USA,McKinney,Y,Forward,North Carolina,5.0,185
2584,203590.0,"McKinney-Jones, Trey",Trey McKinney-Jones,0.0,2017,2017,trey_mckinney-jones,0.0,,,,,Y,1990-08-27T00:00:00,USA,T. McKinney-Jones,Y,Undrafted,Undrafted,Undrafted,Trey,,,Miami (Fla.)/USA,McKinney-Jones,Y,,Miami (FL),0.0,
2585,1628035.0,"McKinnie, Alfonzo",Alfonzo McKinnie,1.0,2017,2018,alfonzo_mckinnie,1610612761.0,Toronto,Raptors,TOR,raptors,Y,1992-09-17T00:00:00,USA,A. McKinnie,Y,Undrafted,Undrafted,Undrafted,Alfonzo,6-8,28,Wisc.-Green Bay/USA,McKinnie,Y,Forward,Wisc.-Green Bay,1.0,215
2586,203463.0,"McLemore, Ben",Ben McLemore,1.0,2013,2018,ben_mclemore,1610612763.0,Memphis,Grizzlies,MEM,grizzlies,Y,1993-02-11T00:00:00,USA,B. McLemore,Y,7,1,2013,Ben,6-5,23,Kansas/USA,McLemore,Y,Guard,Kansas,5.0,201
2587,77548.0,"McLemore, Mccoy",Mccoy McLemore,0.0,1964,1971,HISTADD_mccoy_mclemore,0.0,,,,,Y,1942-04-03T00:00:00,USA,M. McLemore,N,23,3,1964,Mccoy,6-7,18,Moberly Area CC; Drake/USA,McLemore,Y,Forward,Drake,7.0,230
2588,77549.0,"McLeod, George",George McLeod,0.0,1952,1952,HISTADD_george_mcleod,0.0,,,,,Y,1931-01-03T00:00:00,USA,G. McLeod,N,,,1952,George,6-5,,Texas Christian/USA,McLeod,Y,Forward,Texas Christian,0.0,200
2589,2693.0,"McLeod, Keith",Keith McLeod,0.0,2003,2006,keith_mcleod,0.0,,,,,Y,1979-11-05T00:00:00,USA,K. McLeod,Y,Undrafted,Undrafted,Undrafted,Keith,6-2,20,Bowling Green State/USA,McLeod,Y,Guard,Bowling Green,4.0,190
2590,1728.0,"McLeod, Roshown",Roshown McLeod,0.0,1998,2000,roshown_mcleod,0.0,,,,,Y,1975-11-17T00:00:00,USA,R. McLeod,N,20,1,1998,Roshown,,,St. John's (N.Y.); Duke/USA,McLeod,Y,,Duke,2.0,
2591,77551.0,"McMahon, Jack",Jack McMahon,0.0,1952,1959,HISTADD_jack_mcmahon,0.0,,,,,Y,1928-12-03T00:00:00,USA,J. McMahon,N,,,1952,Jack,6-1,21,St. John's (N.Y.)/USA,McMahon,Y,Guard,St. John's (NY),7.0,185
2592,203.0,"McMillan, Nate",Nate McMillan,0.0,1986,1997,nate_mcmillan,0.0,,,,,Y,1964-08-03T00:00:00,USA,N. McMillan,N,30,2,1986,Nate,6-5,10,Chowan Coll. NC; North Carolina State/USA,McMillan,Y,Guard-Forward,North Carolina State,11.0,210
2593,77553.0,"McMillen, Tom",Tom McMillen,0.0,1975,1985,HISTADD_tom_mcmillen,0.0,,,,,Y,1952-05-26T00:00:00,USA,T. McMillen,N,9,1,1974,Tom,6-11,54,Maryland/USA,McMillen,Y,Forward,Maryland,10.0,215
2594,77554.0,"McMillian, Jim",Jim McMillian,0.0,1970,1978,HISTADD_jim_mcmillian,0.0,,,,,Y,1948-03-11T00:00:00,USA,J. McMillian,N,13,1,1970,Jim,6-5,5,Columbia/USA,McMillian,Y,Forward,Columbia,8.0,215
2595,77555.0,"McMillon, Shellie",Shellie McMillon,0.0,1958,1961,HISTADD_shellie_mcmillon,0.0,,,,,Y,1936-03-11T00:00:00,USA,S. McMillon,N,42,6,1958,Shellie,6-5,25,Bradley/USA,McMillon,Y,Forward,Bradley,3.0,205
2596,77556.0,"McMullan, Mal",Mal McMullan,0.0,1949,1950,HISTADD_mal_mcmullan,0.0,,,,,Y,1927-08-23T00:00:00,USA,M. McMullan,N,Undrafted,Undrafted,Undrafted,Mal,,,Xavier (Ohio); Kentucky/USA,McMullan,Y,,Xavier,1.0,
2597,77557.0,"McNabb, Chet",Chet McNabb,0.0,1947,1947,HISTADD_chet_mcnabb,0.0,,,,,Y,1905-04-04T00:00:00,USA,C. McNabb,N,Undrafted,Undrafted,Undrafted,Chet,,,Arizona State; West Texas A&M/USA,McNabb,Y,,Arizona State,0.0,
2598,77558.0,"McNamara, Mark",Mark McNamara,0.0,1982,1990,HISTADD_mark_mcnamara,0.0,,,,,Y,1959-06-08T00:00:00,USA,M. McNamara,N,22,1,1982,Mark,6-11,31,Santa Clara; California/USA,McNamara,Y,Center,California,7.0,235
2599,77559.0,"McNamee, Joe",Joe McNamee,0.0,1950,1951,HISTADD_joe_mcnamee,0.0,,,,,Y,1926-09-24T00:00:00,USA,J. McNamee,N,9,1,1950,Joe,6-6,,San Francisco/USA,McNamee,Y,Center,San Francisco,1.0,210
2600,202077.0,"McNeal, Jerel",Jerel McNeal,0.0,2012,2014,jerel_mcneal,0.0,,,,,Y,1987-06-01T00:00:00,USA,J. McNeal,Y,Undrafted,Undrafted,Undrafted,Jerel,6-3,8,Marquette/USA,McNeal,Y,Guard,Marquette,2.0,200
2601,77560.0,"McNealy, Chris",Chris McNealy,0.0,1985,1987,HISTADD_chris_mcnealy,0.0,,,,,Y,1961-07-15T00:00:00,USA,C. McNealy,N,38,2,1983,Chris,6-7,14,Santa Barbara City Coll. CA (J.C.); San Jose State,McNealy,Y,Forward,San Jose State,2.0,210
2602,77562.0,"McNeill, Bob",Bob McNeill,0.0,1960,1961,HISTADD_bob_mcneill,0.0,,,,,Y,1938-10-22T00:00:00,USA,B. McNeill,N,19,3,1960,Bob,6-1,52,St. Joseph's (PA)/USA,McNeill,Y,Guard,Saint Joseph's,1.0,170
2603,77561.0,"McNeill, Larry",Larry McNeill,0.0,1973,1978,HISTADD_thehawk_mcneill,0.0,,,,,Y,1951-01-31T00:00:00,USA,L. McNeill,N,25,2,1973,Larry,6-9,32,Marquette/USA,McNeill,Y,Forward,Marquette,5.0,195
2604,77563.0,"McNulty, Carl",Carl McNulty,0.0,1954,1954,HISTADD_carl_mcnulty,0.0,,,,,Y,1930-02-14T00:00:00,USA,C. McNulty,N,,,1952,Carl,6-3,6,Purdue/USA,McNulty,Y,Guard,Purdue,0.0,185
2605,2101.0,"McPherson, Paul",Paul McPherson,0.0,2000,2000,paul_mcpherson,0.0,,,,,Y,1978-07-03T00:00:00,USA,P. McPherson,N,Undrafted,Undrafted,Undrafted,Paul,6-4,23,Tallahasee CC FL; Kennedy King Coll. IL (J.C.); De,McPherson,Y,Guard,DePaul,0.0,210
2606,77565.0,"McQueen, Cozell",Cozell McQueen,0.0,1986,1986,HISTADD_cozell_mcqueen,0.0,,,,,Y,1962-01-18T00:00:00,USA,C. McQueen,N,91,4,1985,Cozell,6-11,40,North Carolina State/USA,McQueen,Y,Forward,North Carolina State,0.0,235
2607,203895.0,"McRae, Jordan",Jordan McRae,0.0,2015,2018,jordan_mcrae,0.0,,,,,Y,1991-03-28T00:00:00,USA,J. McRae,Y,58,2,2014,Jordan,6-5,52, USA/USA,McRae,Y,Guard,Tennessee,2.0,179
2608,77566.0,"McReynolds, Thales",Thales McReynolds,0.0,1965,1965,HISTADD_thales_mcreynolds,0.0,,,,,Y,1943-06-08T00:00:00,USA,T. McReynolds,N,82,11,1965,Thales,6-3,11,Miles CC MT/USA,McReynolds,Y,Guard,Miles,0.0,185
2609,201177.0,"McRoberts, Josh",Josh McRoberts,0.0,2007,2017,josh_mcroberts,0.0,,,,,Y,1987-02-28T00:00:00,USA,J. McRoberts,Y,37,2,2007,Josh,,,Duke/USA,McRoberts,Y,,Duke,10.0,
2610,77567.0,"McWilliams, Eric",Eric McWilliams,0.0,1972,1972,HISTADD_eric_mcwilliams,0.0,,,,,Y,1950-04-18T00:00:00,USA,E. McWilliams,N,37,3,1972,Eric,6-8,22,Pasadena City Coll. CA (J.C.); Long Beach State/US,McWilliams,Y,Forward,Long Beach State,0.0,200
2611,77568.0,"Mearns, George",George Mearns,0.0,1946,1947,HISTADD_george_mearns,0.0,,,,,Y,1922-04-18T00:00:00,USA,G. Mearns,N,Undrafted,Undrafted,Undrafted,George,6-3,,Rhode Island/USA,Mearns,Y,Forward,Rhode Island,1.0,175
2612,2098.0,"Medvedenko, Slava",Slava Medvedenko,0.0,2000,2006,slava_medvedenko,0.0,,,,,Y,1979-04-04T00:00:00,Ukraine,S. Medvedenko,N,Undrafted,Undrafted,Undrafted,Slava,6-10,3,Ukraine/Ukraine,Medvedenko,Y,Forward,Ukraine,7.0,253
2613,1577.0,"Mee, Darnell",Darnell Mee,0.0,1993,1994,darnell_mee,0.0,,,,,Y,1971-02-11T00:00:00,USA,D. Mee,N,34,2,1993,Darnell,6-5,4,Western Kentucky/USA,Mee,Y,Guard,Western Kentucky,1.0,175
2614,201975.0,"Meeks, Jodie",Jodie Meeks,1.0,2009,2017,jodie_meeks,1610612764.0,Washington,Wizards,WAS,wizards,Y,1987-08-21T00:00:00,USA,J. Meeks,N,41,2,2009,Jodie,6-4,20,Kentucky/USA,Meeks,Y,Guard,Kentucky,9.0,210
2615,77570.0,"Meely, Cliff",Cliff Meely,0.0,1971,1975,HISTADD_cliff_meely,0.0,,,,,Y,1947-07-10T00:00:00,USA,C. Meely,N,7,1,1971,Cliff,6-8,21,Northeastern Christian JC PA; Colorado/USA,Meely,Y,Forward,Colorado,4.0,215
2616,77571.0,"Meents, Scott",Scott Meents,0.0,1989,1990,HISTADD_scott_meents,0.0,,,,,Y,1964-01-04T00:00:00,USA,S. Meents,N,74,4,1986,Scott,6-10,8,Illinois/USA,Meents,Y,Forward,Illinois,1.0,225
2617,77572.0,"Mehen, Dick",Dick Mehen,0.0,1949,1951,HISTADD_dick_mehen,0.0,,,,,Y,1922-05-20T00:00:00,USA,D. Mehen,N,Undrafted,Undrafted,Undrafted,Dick,6-5,17,Tennessee/USA,Mehen,Y,Forward,Tennessee,2.0,195
2618,77573.0,"Meineke, Don",Don Meineke,0.0,1952,1957,HISTADD_monk_meineke,0.0,,,,,Y,1930-10-30T00:00:00,USA,D. Meineke,N,,,1952,Don,6-7,22,Dayton/USA,Meineke,Y,Forward,Dayton,4.0,208
2619,77574.0,"Meinhold, Carl",Carl Meinhold,0.0,1947,1948,HISTADD_red_meinhold,0.0,,,,,Y,1926-03-29T00:00:00,USA,C. Meinhold,N,Undrafted,Undrafted,Undrafted,Carl,6-2,,Long Island University/USA,Meinhold,Y,Guard,Long Island-Brooklyn,1.0,185
2620,1626257.0,"Mejri, Salah",Salah Mejri,1.0,2015,2018,salah_mejri,1610612742.0,Dallas,Mavericks,DAL,mavericks,Y,1986-06-15T00:00:00,Tunisia,S. Mejri,Y,Undrafted,Undrafted,Undrafted,Salah,7-2,50,Tunisia/Tunisia,Mejri,Y,Center,,3.0,235
2621,203539.0,"Mekel, Gal",Gal Mekel,0.0,2013,2014,gal_mekel,0.0,,,,,Y,1988-03-04T00:00:00,Israel,G. Mekel,Y,Undrafted,Undrafted,Undrafted,Gal,,,Wichita State/Israel,Mekel,Y,,Wichita State,1.0,
2622,77576.0,"Melchionni, Bill",Bill Melchionni,0.0,1966,1967,HISTADD_bill_melchionni,0.0,,,,,Y,1944-10-19T00:00:00,USA,B. Melchionni,N,19,2,1966,Bill,6-1,25,Villanova/USA,Melchionni,Y,Guard,Villanova,1.0,165
2623,77575.0,"Melchionni, Gary",Gary Melchionni,0.0,1973,1974,HISTADD_gary_melchionni,0.0,,,,,Y,1951-01-19T00:00:00,USA,G. Melchionni,N,33,2,1973,Gary,6-2,25,Duke/USA,Melchionni,Y,Guard,Duke,1.0,185
2624,203097.0,"Melo, Fab",Fab Melo,0.0,2012,2012,fab_melo,0.0,,,,,Y,1990-06-20T00:00:00,Brazil,F. Melo,Y,22,1,2012,Fab,7-0,13,Syracuse/Brazil,Melo,Y,Center,Syracuse,1.0,255
2625,1629001.0,"Melton, De'Anthony",De'Anthony Melton,0.0,2018,2018,deanthony_melton,0.0,,,,,Y,1998-05-28T00:00:00,USA,D. Melton,Y,46,2,2018,De'Anthony,6-4,14,Southern California/USA,Melton,Y,Guard,Southern California,0.0,200
2626,77577.0,"Melvin, Ed",Ed Melvin,0.0,1946,1946,HISTADD_ed_melvin,0.0,,,,,Y,1916-02-13T00:00:00,USA,E. Melvin,N,Undrafted,Undrafted,Undrafted,Ed,5-9,,Duquesne/USA,Melvin,Y,Forward,Duquesne,0.0,170
2627,77578.0,"Meminger, Dean",Dean Meminger,0.0,1971,1976,HISTADD_thedream_meminger,0.0,,,,,Y,1948-05-13T00:00:00,USA,D. Meminger,N,16,1,1971,Dean,6-1,7,Marquette/USA,Meminger,Y,Guard,Marquette,5.0,175
2628,77579.0,"Mencel, Chuck",Chuck Mencel,0.0,1955,1956,HISTADD_chuck_mencel,0.0,,,,,Y,1933-04-21T00:00:00,USA,C. Mencel,N,12,2,1955,Chuck,6-0,18,Minnesota/USA,Mencel,Y,Guard,Minnesota,1.0,168
2629,77580.0,"Mengelt, John",John Mengelt,0.0,1971,1980,HISTADD_crash_mengelt,0.0,,,,,Y,1949-10-16T00:00:00,USA,J. Mengelt,N,21,2,1971,John,6-2,15,Auburn/USA,Mengelt,Y,Guard,Auburn,9.0,195
2630,77581.0,"Menke, Ken",Ken Menke,0.0,1949,1949,HISTADD_angles_menke,0.0,,,,,Y,1922-10-02T00:00:00,USA,K. Menke,N,Undrafted,Undrafted,Undrafted,Ken,6-0,,Illinois/USA,Menke,Y,Guard,Illinois,0.0,168
2631,200822.0,"Mensah-Bonsu, Pops",Pops Mensah-Bonsu,0.0,2006,2010,pops_mensah-bonsu,0.0,,,,,Y,1983-09-07T00:00:00,USA,P. Mensah-Bonsu,Y,Undrafted,Undrafted,Undrafted,Pops,,,George Washington/USA,Mensah-Bonsu,Y,,George Washington,3.0,
2632,1500.0,"Mercer, Ron",Ron Mercer,0.0,1997,2004,ron_mercer,0.0,,,,,Y,1976-05-18T00:00:00,USA,R. Mercer,N,6,1,1997,Ron,,,Kentucky/USA,Mercer,Y,,Kentucky,8.0,
2633,77582.0,"Meriweather, Joe",Joe Meriweather,0.0,1975,1984,HISTADD_joe_meriweather,0.0,,,,,Y,1953-10-26T00:00:00,USA,J. Meriweather,N,11,1,1975,Joe,6-10,50,Southern Illinois/USA,Meriweather,Y,Center,Southern Illinois,9.0,215
2634,77583.0,"Meriwether, Porter",Porter Meriwether,0.0,1962,1962,HISTADD_porter_meriwether,0.0,,,,,Y,1940-03-16T00:00:00,USA,P. Meriwether,N,21,3,1962,Porter,6-2,14,Tennessee State/USA,Meriwether,Y,Guard,Tennessee State,0.0,180
2635,77584.0,"Meschery, Tom",Tom Meschery,0.0,1961,1970,HISTADD_tom_meschery,0.0,,,,,Y,1938-10-26T00:00:00,USA,T. Meschery,N,7,1,1961,Tom,6-6,14,St. Mary's (CA)/USA,Meschery,Y,Forward,Saint Mary's (CA),9.0,215
2636,1629002.0,"Metu, Chimezie",Chimezie Metu,0.0,2018,2018,chimezie_metu,0.0,,,,,Y,1997-03-22T00:00:00,USA,C. Metu,Y,49,2,2018,Chimezie,6-10,7,University of Southern California\USA/USA,Metu,Y,Forward,Southern California,0.0,225
